"PROD_DTL_ID","COMMON_PRODUCT_NUM","PROD_DTL_NAME"
24540,"004463","SL HNYWHE EM 6P 14Z"
24543,"920123","SL WHI DNRL 12P 17Z"
15408,"913504","SFWY FG B&S 12P11.5Z"
15412,"004156","SFWY POTATO 24Z"
15414,"913508","SFWY CNTY LGT RYE SD"
1542,"901431","NISSEN CORN 14Z"
15417,"913510","SIG CTY POTATO 22Z"
15420,"005641","MP CMN RSN BGL 22Z"
15424,"913511","SMARTFD POPCORN"
15429,"913516","LB VARIETY PK BX"
15434,"913519","BERRY YOUG C BAR"
15435,"913520","CRANB ALMD C BAR"
15439,"005114","AR DC EXTRAFIB WW24Z"
15445,"002397","TT BAN CRM PIE SS 4Z"
15447,"913530","JTM CHERRY PIE"
15453,"913536","MRS A'S MACAROON"
15458,"913541","MRS A'S VAN CREME"
15459,"913542","MRS A'S DBLE FUDGE"
15463,"913546","MRS A'S STRP SBREAD"
15469,"913552","MILKY WAY 14 OZ"
15470,"913553","KETTLE LAYS REGULAR"
15474,"913557","LB CINN APL MUFF"
15476,"913559","JOS SF OATMEAL"
15481,"913564","SIERRA MIST"
15483,"913566","MUG ROOT BEER"
15485,"913568","UNCLE ALS BUTTER CKI"
1549,"901437","ITZAKADOOZIE ORIG"
15489,"007629","PL WHGR MN BGL 12P20"
15492,"913572","GSM SPT WHI BD 20Z"
15494,"913574","MONSTER ASSAULT"
15501,"913579","LAYS STAX SP BWING"
15504,"913582","QUAKER SN MIX KIDS"
15505,"913583","FLAMIN HOT CRACKERS"
15512,"913590","REKO PIZZELLES LEMON"
15513,"001133","WWHE CRSN BGL 6P22Z"
1552,"901440","NESTLE WAFFLE SAND"
15518,"913595","SNAPPLE GRAPEADE"
15523,"913600","SNAPPLE MANGO MADNES"
15527,"913604","SNAPPLE SUMMER PEACH"
15530,"913607","SNAPPLE LEMONADE"
15536,"913613","PC EM WHEAT 6 - 13OZ"
15538,"913614","DORITO FIERY HABANER"
15557,"913633","MM TROPIC CITRUS"
15574,"913648","8"" BR STX 54CT"
15590,"913660","DUPLEX COOKIES"
15592,"913662","ASSORTED COOKIES"
15617,"913687","LANCE GOLD N CHEESE"
15624,"913694","CHOCOLATE GRIPZ"
15630,"913700","SPIFFY TRAIL MIX"
15635,"913705","FRENCH ONION DIP"
15641,"913711","POPTART APPLE CINN"
15659,"913729","ASST CREMES FSIZE"
15684,"913745","CHERRY WATER"
15689,"913750","AXELROD WHPD LIT CRM"
15692,"913753","SCHWEPPES GINGER ALE"
36310,"009162","TR MTCADA VAN 2P3.7Z"
20035,"917184","KLG LEGO FRT FLAV PC"
20082,"008393","OR 100%WW FILEMS8P12"
20086,"007724","OR WW THIN SUBS 8P12"
20093,"917227","CHEETOS MZ SP SC"
20099,"917233","DORITOS LN CHESEBURG"
20104,"007607","BAGEL THIN100WW24P39"
20140,"917268","CNTRY C MAPLE TWISTS"
20143,"008094","ALB SV WHITE BRD 16Z"
20147,"917273","SS RASP DAN 8PK"
20151,"007610","AR SFT WGRN WHITE20Z"
20154,"007613","BTK KING WHITE 24Z"
20157,"917278","H&S PORK RINDS"
20163,"008410","MLA BAR PINA KC BON"
20168,"917284","PANQUE CASERO 10.58Z"
20175,"917288","BIM WHITE40Z 2P"
20180,"008203","FRAN CRUSTINI RL8P18"
20184,"917292","BACON CHD CRACKERS"
20186,"008286","OR 100%WW WIC BRD16Z"
20191,"007761","BIM CUERNITOS MP8P"
20194,"917296","LICORICE STRAWBERRY"
20195,"917297","KETTLE COOKED REDFAT"
20201,"008728","MB WHEAT HOT 8P11.75"
20203,"001410","BIMBO WHITE SAND24OZ"
20208,"007618","LB PD CAKE MUFFINS"
20211,"007620","CRULLER BAGS"
20213,"917302","LIBORIO WHI 16Z"
20227,"917309","MLA SUAVCM STRSS6PBX"
20235,"917313","BIM GALLETA SHB SS1P"
20236,"008766","MLA ROLOS CAJ SS2PBX"
20244,"008779","BIM BUNUELO SS4P"
20256,"008786","BIM REBANADA SS2P BX"
2115,"901971","ONION RINGS"
20263,"008918","MLA PRINCPE CH SS 8P"
20264,"008792","MLA NAPOLITNO SS1PBX"
20267,"917322","BARPINA4PROMOBX"
20297,"007798","MLA PASTISETAS BX3P"
20300,"007725","OR WGTH ITL SUB 8P12"
20304,"917335","HOT CHEEZITS"
20307,"007726","OR WGTH ITLSUB 24P36"
20312,"917341","BAKED LAYS PARM&HERB"
20316,"917344","SKIM QUART"
20322,"001417","BIM CROISSANT 8P BOX"
20324,"008400","BIM MINMCDA VAN MP8P"
20327,"001420","KRO HAM 11Z 8P"
20330,"008387","OR TRIPLE HEALTH 32Z"
20341,"001429","OR SD THIN VP MG 16P"
20377,"007643","PC HONEY WHEAT 20Z"
20384,"007655","PC CINRSN BRD 16Z"
20389,"007656","PC EM WHEAT 6P 12Z"
20394,"007664","PC BGL 6P WHEAT 20Z"
20400,"001675","MB PEACH PIE 4.25Z"
27546,"005017","QFC WHITE HAM 8P12Z"
27547,"005019","QFC EM SOURDG 6P12Z"
27552,"005030","QFC TNDR TWIST WHE20"
2845,"902570","EM RAISIN BRAN 6P/13"
27554,"004269","FS SES 5"" HAM 20P64Z"
27557,"004274","R&I 5""SES HAM 20P61Z"
27562,"921892","SPAGHETTI SAUCE MIX"
27564,"921894","CHILI SEASON MIX"
27568,"003834","M ITALIAN WHEAT 20Z"
27570,"003819","DITALIANO CRUSTINI8"
27573,"003821","DITALIANO STEAK PL6"
27577,"003826","D'ITALIANO STEAK 12P"
27580,"003837","M HEARTY KAISER 8P18"
27583,"003839","M ITALIAN CLUB 8P15"
2848,"008607","EM MLT GRN 6P12Z"
27586,"003856","D.D. SMALL FAMILY"
27589,"003861","S.B. RANCH"
27592,"003871","ST DC PLAIN RYE 20Z"
27595,"003877","ST DC DBL FIBER  24Z"
27598,"003884","ST DC HNY WHEAT 22Z"
27601,"003891","ST DC SF HNYWHEAT20"
27604,"003896","S.B. H.D. 8"
27607,"003904","DC POTATO HAM 8P16"
27610,"003909","BIM HONEY WHEAT 20Z"
2851,"000770","PLAIN BGL 6P20Z"
27618,"003878","ST DC M&M 100%WWHE24"
27625,"005004","COB POTATO RL 8P22Z"
27637,"921909","TEA RING"
27639,"921911","FUNKY FUSION"
27640,"921912","GOLD PEAK GR ICE TEA"
2854,"902574","PLAIN BGL 6P20Z"
27645,"921917","CRACK PEPPER&SEASALT"
27650,"921922","CAPE BARBEQUE"
27653,"921925","CAPE WAFFLE CUT"
27658,"921930","WISE KETTLE SLT&VNGR"
27662,"004899","BB SFT SEEDED RYE16Z"
27663,"921933","APPLE FLIPS"
2856,"902575","PLAIN BGL 6P20Z"
27669,"003918","SL 3.19WHI BUTTR 20Z"
27671,"005038","DKB NUTS&GRAIN 25Z"
27674,"005042","DKB 21 GRAIN BRD 27Z"
27678,"005054","DKB SPRTD WHEAT 25Z"
27683,"005032","NBK SURVIVA BRD 26Z"
27688,"005071","DKB BLUE OG RL6P15.2"
27694,"921940","CHOCOLATE CHIP"
27700,"921946","SWEET POTATO CHIP"
27702,"921948","SL MIN WGW BGL 12P16"
27706,"921952","ASSORTED ANIMAL SB"
27712,"921958","GRANOLA BAR FUDGE CC"
27716,"921959","R&I 4.5""KAISER 24P60"
27720,"004349","AF HRTY WHITE RL8P18"
24547,"004329","SL MN WGCN BGL 12P15"
24551,"004331","SL MN WGBB BGL 12P15"
24555,"004332","SL PLN MNBGL 12P15.6"
24561,"920136","SL WWCN BGL 6P 20Z"
24565,"920140","STR ONION BGL 6P 18Z"
24571,"920146","OYW WHI HAM 8P 12Z"
2546,"902327","EM SOURDOUGH 6P/12OZ"
24576,"920151","JUM WHI HD 8P 12Z"
24582,"006597","HYV MWGW RTBRD 20Z"
24583,"920155","HYV WHI RT BRD 16Z"
24587,"006598","HYV WHE COTT BRD 20Z"
24589,"006600","HYV FRENCH BRD 16Z"
24592,"003271","HYV WHI HAM 8P 11Z"
24597,"006604","HYV WHI ROLL 16P 14Z"
24599,"920157","HYV RYE BRD 16Z"
24603,"006716","HYV WHE B&S 12P 12Z"
24605,"006608","HYV WHI HAM 12P 18Z"
24608,"006601","HYV WHI BRAT RL6P14Z"
24613,"920163","HYV 7GRNLTWP BRD 16Z"
24617,"006613","HYV CHOC DNT BAG11.5"
24618,"003264","MCF WHI HOT 8P 11Z"
24655,"920180","ORL DNR RL KT 1P 14Z"
24658,"007051","MST MUFFN BRD 2P 32Z"
24661,"920183","NHV HWG BRD 24Z"
24667,"920186","OH WHE HAM 12P 18Z"
24669,"920188","OH DONUTS 12P 10Z"
24672,"920191","OH DANISH 1P 12Z"
24675,"920194","OH DANISH 1P 14Z"
24679,"920198","OH WHI RT BRD 16Z"
24680,"005502","OH WHI RTBRD 16Z"
24687,"009063","MST WHI BRD 2P 24Z"
24691,"006083","MST WHI HAM 12P 18Z"
24692,"920206","MST WHI HAM 12P 18Z"
24695,"005534","MST WHI TXT 3/4"" 24Z"
24701,"007052","MST DIN BELLE RT 24Z"
24708,"920217","MST WHI HAM 12P 29Z"
24703,"006717","MST WHI HAM 12P 29Z"
24711,"006149","SEL WHI WPBRD 20Z"
24712,"006147","SEL WHE WPBRD 20Z"
24717,"920222","SEL WHEAT RT 10P 24Z"
24722,"006154","MST WHI HD 16P 25Z"
24723,"920225","MST WHI HD 16P 25Z"
24728,"920227","OH DONUTS 12P 10Z"
24732,"920229","OH DONUTS 12P 20Z"
24734,"006661","MST WHI B&S 12P 12Z"
24739,"920235","MI DANISH 1P 12Z"
24743,"920239","MI DANISH 1P 3.75Z"
24745,"920241","SON WHI RT BRD 24Z"
24750,"006073","SON WHI HAM 8P 11Z"
24757,"920247","MI DONUTS 1P 21Z"
24753,"920243","MI DONUTS 1P 25.01Z"
24759,"920248","EGK DONUTS 1P 23Z"
15698,"913759","DT LEMON ICED TEA"
15703,"913764","PEPSI DT WLD CHRRY"
15709,"913770","LIPTON RASP TEAA"
15710,"913771","LIPTON GREEN TEA HN"
15716,"913777","FRITOS REGULAR"
15719,"913780","CHEETOS JUMBO PUFFS"
15728,"008892","AC HRTY OAT 24Z"
15753,"913810","MARUCHAN JALAPENO"
15783,"913838","PLANTERS PEANUTS"
15789,"913842","CP LB BB COSTCO"
15794,"005213","TH CBRY BGL 6P 19Z"
158,"900156","PUMP CRTN LF"
15800,"008762","CHOCOLATE MUD SQ"
15805,"003388","HOLIDAY SW ROLLS"
15809,"000554","AR CC WG WHT 24Z"
15813,"913855","POWERADE GREEN SQUAL"
15816,"913858","HALF & HALF QT"
15819,"913861","CALPACK CHEETOS ASTR"
15821,"913863","CALPACK DOR NACHO"
15824,"913866","ROSEMARIE 6PK ROLLS"
15828,"913869","ROSEMARIE DBL PACK"
15833,"006064","FH SFTSY WG WHE 20Z"
15836,"913874","BROWNBERRY DOLLY"
15840,"913877","TAMPICO ISLPUNCH GAL"
15844,"913880","GOLD PEAK GREEN TEA"
15848,"913884","SKIM GAL"
15852,"913887","GIFT WRAP MUPPET XMS"
15867,"913898","HT BROWN N SERVE 11Z"
15869,"913900","6 PK SANDWICH ROLLS"
15878,"913907","FRITO MLD SALSA"
15890,"913917","FRITO MULTICULTURAL"
15903,"003402","LB 100 CL CH CHIP"
15905,"006780","LB 100 CL BLUEBRY"
15909,"000982","FH FSZ HONEY WHEAT20"
15911,"913930","NESTEA 20 OZ"
15914,"913933","LT STRAWBERRY YOGURT"
15918,"913937","STHRN COMFORT EGGNOG"
15922,"913941","COFFEE BRK BLEND DEC"
15924,"000279","BB WG MG BUN 6P15"
15928,"913943","RUFFLES SOUR CRM ON"
15934,"913949","CHOC MILK QRT"
15936,"913951","FESTIVE TREATS"
15939,"913953","V CP LB BB MUFF"
15945,"913959","V CP CRUMB CAKE"
15947,"913961","V CP CINN DANISH"
15951,"913964","V CP ALL BTR CK"
15957,"913968","SWISS ORG/LEM SPLASH"
15963,"002564","AR NATURAL WHEAT 20Z"
15968,"913972","FS PLN SQR BAGEL 33Z"
15972,"913976","TOSTITOS FLOUR TORTI"
15976,"913980","ULT SOUR CRM LF"
15980,"001810","WGRAIN CARROT LF"
15984,"913984","AR NAT SFT WHEAT 20Z"
36311,"009170","TR MTCADA CHO 2P3.35"
20404,"001444","MB LEMON PCKT PIE 2Z"
20410,"917378","UTZ SOURDGH PRETZELS"
213,"900210","GMA BIG COOKIES"
20416,"917384","CHOCOLATE CROISSANTS"
20421,"008206","FRA WHI DELI HAM 16P"
2131,"901987","HANNAFORD CAES CRT6Z"
20428,"008446","MLA TRIKITRAKE FS11P"
20461,"917422","PLAIN CHIPS"
20466,"917427","BBQ CHIPS"
20469,"917430","RAISINETS"
2136,"001808","IGA WHITE HOT 8P12Z"
20472,"008083","MIL 6""MGRN RL 6P20"
20476,"008086","MIL 6IN MG RL 12P40"
20479,"917433","BEEF JERKEY"
20488,"007676","DBLE FIBER BGL 6P20Z"
20491,"917442","COCA-COLA ZERO 2LT"
20498,"917449","POWERADE ZERO STRAW"
20503,"917452","POWERADE STRAW-LEM"
20509,"917458","BBQ"
20516,"917462","FAMOUS AMOS COOKIES"
20521,"917467","CF 4""SES HAM8P16"
20526,"002250","4""SLICE SES HAM 8P16"
2142,"901995","X-IGA HOT NE 12"
20532,"917473","FRITO LIGHTLY SALT"
20559,"007835","TAKIS ORIGINAL"
20567,"007841","TAKIS SALSA BRAVAS"
20578,"007860","DUVALIN HAZELNUT STR"
20583,"917489","TROPICANA"
20586,"917492","WEGE PRETZEL MINI"
20588,"917494","THIN PRETZEL"
20624,"007723","AR/OR IT TH SUB16P24"
20629,"917517","PS WATER BOTTLE"
20632,"007715","THRIFT OUTLT IMPORTS"
20635,"007720","SS COCONUT DONUTS 8P"
20639,"007735","BIM 10""SFTACO TOR 8P"
2153,"902004","IGA HAM 16"
20644,"008527","BIM PNKCITO ORG MP8P"
20646,"917519","TOAT ZESTY RNCH DIP"
20649,"917522","ART RECIPE CHIPOTLE"
20656,"007729","WMV WHI HOT 8P 11Z"
20659,"008537","MB WHLEGRN WHEAT 20Z"
20661,"917530","STRAW CREAM WAFER"
20666,"917532","JALEPENO CHEDDAR"
20668,"917534","RELISH"
20671,"917536","AR/BB/OR M&M 12GRN24"
20675,"917539","AR/BB/OR M&M BUTMK24"
20676,"008382","OR M&M BUTTERMILK 24"
20683,"917543","AR/BB/OR M&M OATNT24"
20687,"007745","NP TST BISCRN 6P15.5"
20696,"007890","PANCAKE PKT STRAWBRY"
20738,"917584","MUNCHIES FLAMIN HMIX"
20741,"917587","FRITO BALLPARK NACHO"
36372,"009232","SPICEY CAYENNE CHILI"
2862,"902581","BAGEL BLUEBERRY 15Z"
27725,"004146","BAR CHUR FUEGO 4Z"
27729,"005172","LBN 6""FAM PK 20P22.5"
27735,"005169","LBN 8""LOWCARB 8P12.7"
27737,"005209","OLE 6""MEX TOST 24P14"
27738,"005214","OLE 8""XTM TOMB8P12.7"
27740,"005216","OLE 8""XTM FATFREE 8P"
27743,"005284","GV 6""CORN TORT 72P66"
27746,"005285","GV 8""FLR TORT 8P12.8"
27749,"005072","DKB GOOD SEED 2P54Z"
27752,"921962","CAPE CHEF FETA RSMRY"
27756,"921966","WELCH FRUIT PUNCH"
27759,"921969","PARTY MIX"
27764,"005442","WEIS WHI B&S RL12P12"
27767,"004334","BGL THIN PUMP 24P39"
27770,"005298","COB WHITE RL 8P22Z"
27773,"005305","COB WHOLE WHEAT 24Z"
2867,"902586","BAGEL BLUEBERRY 15Z"
27777,"006407","TR WGW TORT 8P10.6Z"
27780,"006422","GPR WHEAT BRD 24Z"
27785,"921976","R&I 5""STK RL 48P126Z"
27791,"005376","GBG MGRN WRAP6P13.5Z"
2869,"007079","TH CRSN BGL 6P 20Z"
27796,"004957","SMI SOURDOU EM 6P12Z"
27798,"921981","MARTINS KETTLE COOK"
27799,"921982","ROSAMARIA COOKIES"
27803,"921986","DIET ICED TEA"
27808,"921991","WORX ENGERGY SHOT"
27812,"921995","PEACE PINKLMNADE TEA"
27818,"005403","PX LT MG EM 6P 12Z"
27819,"004952","PARADE HOT DOG 8P11"
27823,"921999","BIG CHEEZ-IT"
27828,"004950","PARADE S/TOP WHEAT20"
27830,"004953","PARADE HAMBURG 8P11"
27833,"922003","AR/OR NATLSOD 8GRN32"
2873,"902589","CIN RSN BGL 6P/20Z"
27839,"004357","FS WHE SWBRD 24Z"
27840,"922006","HOT & SPICY PEANUTS"
27844,"922008","12P SEEDED HAM ROLLS"
27847,"004354","CHOCOLATE DAN TWIST"
27849,"004356","FS WHI SWBRD 24Z"
27854,"004905","ST 40CAL ITALIAN 18Z"
27861,"004921","PCH WHITE HAM 8P12Z"
27867,"004923","PCH WHEAT SANDWICH24"
27871,"922014","VANILLA MOON PIE BOX"
27874,"922017","CINNAMON GRAHAMS"
27877,"004974","CINNABON HNY BUN 5Z"
27880,"004793","EUREKA SAA-WHEAT 27Z"
27882,"004795","EUREKA SEEDS DAY 27Z"
27887,"004371","TR WW TACO TORT 10P"
27891,"009312","COB BUTTERMILK 24Z"
24761,"920250","MI DONUTS 1P 14Z"
24765,"008215","SUPS WHI RT BRD 16Z"
24770,"920254","MST ENG MUFF 1P 24Z"
24773,"006145","MST WHI HAM 12P 21Z"
24774,"006142","DI PLN ITAL BRD 16Z"
24782,"920260","RP WHE RT BRD 16Z"
24783,"008299","RUSS WHI HD 8P11Z"
257,"008023","MLA IMPORTS THRIFT"
24854,"006631","ALL WHE S/TOP BRD24Z"
24860,"920308","EGK DANISH 1P 17Z"
24864,"005532","SL OS POT COTT 24Z"
24868,"008634","GA WHI HAM 12P 21Z"
24871,"009381","MST BTRMK BRD 2P 48Z"
24875,"920315","OH POT HAM 8P 14.5Z"
24879,"005384","GS WHI RTBRD 24Z"
24882,"009360","GS WWHNY BRD 2P 48Z"
24915,"920329","MST WHI HAM 2P 62Z"
24923,"920331","OH WHEAT SW 24Z"
24919,"000300","OH WHEAT SW 24Z"
24926,"920334","OH RAISIN BRD 16Z"
24931,"920335","OH WHITE B/T 2P 48Z"
24930,"008402","OH WHI STBRD 20Z"
24934,"920337","OH WHI TXT 3/4"" 24Z"
24940,"920340","OH WHITE HAMS 8P 12Z"
24942,"003276","SEL WHI HAM 8P 11Z"
24945,"006775","MO WHI HAM 8P 12Z"
24951,"920345","OH DNR 1P 14Z"
24955,"920348","OH WHI B&S 12P 12Z"
24963,"920353","GS CR  BRD 2P 24Z"
24968,"005935","OH 7GRN WPBRD 24Z"
24973,"920356","RP WGW HAM 8P 12Z"
24978,"003447","FS MWGW 4""HAM 12P26Z"
24981,"920358","RP WGW HAM 30P 54Z"
24986,"920361","RP WHE HAM 8P 12Z"
24987,"920362","RP WHE HD 8P 12Z"
24991,"920365","RP HWHE DNRL 12P 17Z"
24999,"920367","GS MG BRD 2P 24Z"
25002,"920369","GS SP WHE BRD 2P 24Z"
25008,"004266","FS MWGW 6""HOT 16P34Z"
25013,"006082","GEN WHI FL 8P 19Z"
25026,"920382","RSR WHI HAM 8P 12Z"
25029,"920383","FAR WHI RT BRD 16Z"
25031,"920385","BUE WHE RT BRD 24Z"
25036,"920388","MP WW WP BRD 24Z"
25040,"004228","AFM MG THIN 8P 12Z"
25043,"920391","MP DONUTS 1P 11.5Z"
25046,"920394","VON WHSRDO BRD 16Z"
25048,"920396","VON SRDO BRD 24Z"
25051,"920399","RF SRDO STK  6P 24Z"
25055,"005813","RF XSRD ARTBRD 24Z"
25058,"920404","RF SRDO STUBBY BRD18"
15988,"913986","CREEKSIDE WATER 20Z"
16025,"914022","CANADA DRY GINGERALE"
16031,"914028","FH PRM ITL PLN VP 40"
16037,"914030","REGULAR POTATO CHIPS"
16043,"001685","100%WW MIN SQ BG8P16"
16049,"005039","ST DC SF HNYWHEAT20"
16053,"005087","AR RS WHI HOT 16P28Z"
16062,"914040","GREEN TEA WITH LEMON"
16065,"914043","ERROR ENTRY DO NOT U"
1607,"901495","SMALL KC LAYS"
16071,"914049","SNAP 2 O WATER"
16078,"914056","MOCHA LATTE    4PACK"
16082,"914060","CNTRY LT KOOLER TROP"
16091,"914069","DIAMOND LIGHT TEA"
16094,"914072","CNTRY COFFEE HAZELNT"
16101,"914078","CNTRY C CHEDDAR ST"
16102,"914079","DIJON CHEESE STICK"
16106,"914083","CNTRY C CA ALMOND"
16110,"005091","SS CREME PUCKS"
16112,"005098","ULT VAN COFF DONUT"
1612,"901500","COOL DORITO"
16117,"002214","ACME RAISIN"
16122,"914094","BAKED LAYS CSC"
16156,"005139","CP LB CH CHIP MF 18P"
16159,"914120","DASANI 24PK"
16163,"005151","EM DBL OAT&HNY 6P12Z"
16167,"914126","TROPICANA OJ HG"
16170,"914127","MUL GRN BGL 6P22Z"
16173,"914128","CNTRY COFFEE COOKIES"
16177,"914132","GODIVA FRNCH VANILLA"
16183,"005154","PB FRENCHSTIX 12Z"
16184,"914137","COOL PIE STRAWB"
1619,"901507","FRITOS BBQ"
16190,"005171","OAT RAISIN C BAR"
16193,"914142","CHEESE CURLS"
16201,"914150","NACHO TORTILLA"
16206,"005194","BT WHEAT HTDG 16P32Z"
16212,"914154","MH TH ORIGINAL EM26Z"
16217,"914156","CARIB ICE POPS"
16224,"005208","M CRUSTINI ROLL 8P18"
16229,"005224","NAT GR LITE ENG MUFF"
16234,"914164","PINA COLADA SQ"
1626,"901514","DORITOS NACHO"
16280,"914183","DORITO ZESTY TACO"
1629,"901517","LARGE KC LAYS"
16289,"914191","POPULAR GREETING CRD"
16292,"001600","BROWNBERRY BREAD"
16296,"914193","STARBUCKS MOCHA"
16299,"914196","MM FRUIT PUNCH"
16303,"914200","WHOLE MILK HG"
16306,"914203","GREEN TEA BAGS"
16311,"914208","AR 100CAL WHEAT BD16"
16314,"914211","12CT PP MF"
20748,"917593","DORITO TOASTED CORN"
20753,"007879","WAWA 100%WW DC STY24"
20776,"917596","LB SNACK CK PBUTT 8P"
20780,"917599","VANILLA SUGAR WAFER"
20784,"917603","UTZ RED HOT POT SN"
20788,"917605","JALAPENO NY DELI CHP"
20791,"917608","SALT&VIN NY DELI CHP"
20796,"917613","SALT&VINEGAR CHIPS"
20799,"917616","WISE BBQ CHIPS"
20805,"007922","AR/OR SDTHIN WG16P24"
20810,"917623","AR/OR SDTHIN WG24P36"
20815,"007923","NP MINI BGL BB 12P18"
20819,"917628","HEB BIM CORN TORT30P"
20827,"917634","RAINBOW POPS 2Z"
20830,"917637","SOUR NEON CRAWLERS"
20836,"917643","STARLIGHT MINTS"
20842,"008005","AR/OR 9GRN THIN 8P12"
20843,"008562","OR 9GR NAT THIN 8P12"
20848,"917649","XTRA TROPICAL"
20852,"917653","XTRA MOUNTAIN"
20854,"917655","XTRA COTTON LINEN"
20858,"917659","LAYS ONION"
20865,"008650","BIM CRUNCHY CRMB BOX"
20874,"008044","AR ARTI HERB FLAT 6P"
20882,"003384","MB R&I WW HOAGIE6P21"
20893,"008511","BAN NUT MUFFIN 4P9"
20902,"917669","PA-FUT CHIPS 6Z"
20909,"008137","RIC MORITAS DISPLY8P"
218,"900215","RYE FLOUR"
2180,"008126","WEBER 1.5# SAND"
20912,"917671","SS MINI BUTPD CAKE1P"
20918,"008502","HANNAFORD HAM 8P11Z"
20922,"917674","PEANUTS"
20925,"917677","BLAZIN HOT PEANUTS"
20929,"008500","HANNAFORD RT WHI 20Z"
20932,"008497","HANNAFORD HOTS 8P11Z"
20943,"917684","HERRS SALT&VINAGER"
2184,"902027","OLD WLD SLCD FRENCH"
20968,"917704","CHEDDAR PUFF CORN"
20975,"008538","MB HNY WHEAT BRD 24Z"
20979,"917714","GUMMI SHARKS"
20984,"917718","CARAMEL CREAMS"
20986,"917720","KIDDIE MIX"
20991,"917722","FRAN HOME BKY FRCH2P"
2188,"902031","FOODLAND SAND 8"
20997,"917723","SFT STYL EM WHE 6P14"
21002,"917726","LIBORIO STWHI24"
21008,"002031","MB GRIL THIN WG 8P12"
21014,"917732","OR DC BUTTERMILK  22"
21019,"008704","MLA COOKIE SHP112P"
21022,"917736","MLA SPONCH SHP96P"
21027,"917738","ONION & GARLIC CHIPS"
36374,"009235","TOMATILLO SALSA KETT"
27893,"009314","COB HNY&OAT BRD 24Z"
27897,"009307","COB DARK RYE BRD 24Z"
27898,"009315","COB OLD FSH WHITE 24"
2881,"902594","EM OAT BRAN 6P/12OZ"
27923,"009174","FM FRNCH HOAGIE 6P18"
27927,"009281","FM CLSTR SD HAM8P14Z"
27930,"009306","FM CLSTR HAM 16P28Z"
27933,"009322","FM TTWT 1 WHEAT 24Z"
2883,"902596","EM OAT BRAN 6P/12OZ"
27936,"009317","FM TTWT WHITE 22.5Z"
27941,"004492","HPR ON ROLLS 6P 21Z"
27946,"005453","BIM TST BUTTER 14SL"
27949,"006962","BP POTATO HAM 8P15Z"
27952,"922032","HERRS HOT PEANUTS"
27956,"922034","DUTCHMAID GINER SNAP"
27958,"922036","MINI GARLIC BAGELS"
27964,"922039","HOLIDAY RED"
27966,"922041","MINI ICED ALMONETTES"
27968,"922043","GINGERBREAD KIDS"
27970,"004647","GIA WW RTBRD 22Z"
27974,"004542","GIA KAISER RL 8P18Z"
27975,"004543","GIA WW SDTHINS 8P12Z"
27981,"004559","GIA WHE STKRL 6P 16Z"
27985,"004594","GIA LTWHE HOT 8P12Z"
27986,"004596","GIA LTWHE HAM 8P12Z"
27990,"004611","GIA EVRY BGL 6P 20Z"
27992,"004618","GIA NPROM 14GRN 20Z"
2889,"902601","EM REG EXPRT 12 PK"
27995,"004621","GIA RYEBRD .5LF 16Z"
28000,"004627","GIA POT HAM 8P 15Z"
28002,"004629","GIA POT DNRL 12P 16Z"
289,"900285","INAC FOUR IN SAND BN"
28007,"004636","GIA RAISIN BRD 15Z"
28009,"004638","GIA WHITE HOT 12P19Z"
28011,"004643","GIA WHITE HAM 12P19Z"
28019,"004680","PB WHI SLI 75P 75Z"
28020,"004681","PB WHEAT SLI 75P 75Z"
28024,"004685","PB WHITE HD 16P24Z"
28027,"004688","R&I SD HAM 30P72Z"
28029,"004690","PB ONION ROLL 20P54Z"
28034,"004696","PB RYE BREAD 22Z"
28036,"004698","R&I SD STK RL 6P17Z"
28039,"004702","R&I WHI HOT 12P 18Z"
28042,"004472","MPL MINI PWDR DON 3Z"
2894,"902606","WAFFLES BUTTERMLK 8P"
28044,"004474","MPL MINI CHOC DON 3Z"
28050,"004481","FBR1 WHITE HOT 8P14Z"
28052,"004483","FBR1 HRTY WHE EM6P12"
28055,"004487","FBR1 MULTIGRN RT 24Z"
28061,"004709","PB SRDO RYE BRD 11Z"
28065,"004768","HOL/RIG FRENCH P 11Z"
25062,"920407","OH DONUTS 1P 10Z"
25065,"920410","CW WHI RT BRD 2P 24Z"
25068,"920413","CW WHI HD 8P 12Z"
25082,"920426","KRN SD HAM 84P 161Z"
25083,"920427","KRN WHI TT 10P 200Z"
25088,"920432","SHM MG RT BRD 20Z"
2598,"902372","EM REG FDSVS 12/24Z"
25092,"920436","HMTN WHI SW BRD 20Z"
25093,"920437","HMTN WHI ENMF 6P 12Z"
25098,"920442","SUN WHI RT BRD 20Z"
25104,"920448","AH COOKIES 1P 480Z"
25106,"920450","AH COOKIES 1P 480Z"
25111,"920455","AH COOKIES 1P 480Z"
25114,"920458","CUR WHI DNRL 18P 54Z"
25116,"920460","WAY WHI SW BRD 20Z"
25120,"006861","HOML WHE SW BRD 24Z"
25122,"006886","HL WHI HAM 8P 11Z"
25126,"005887","PAC SDGH BRD 24z"
25131,"005883","PAC FR SUBRL 6p 18z"
2602,"902375","EM REG FDSVS 12METRO"
25133,"005882","PAC FR DNRL 10p 15z"
25136,"009049","GALICE WHE RT 16Z"
25141,"000565","GALICE WHI HD 8P11Z"
25142,"000564","GALICE WHI HAM 8P11Z"
25146,"002630","AR HERB PKT THIN 8P"
